spa-30-01525776-a;a;positive;0.75;portátil;-1
spa-30-14638799-n;n;neutral;0.75;oro;-1
spa-30-02281093-v;v;neutral;0.75;acumular,almacenar;-1
spa-30-01376894-a;a;neutral;0.75;desconocido,incógnito;-1
spa-30-13720096-n;n;neutral;0.75;lb,libra;-1
spa-30-08078020-n;n;neutral;0.75;casa,familia,hogar;-1
spa-30-00229216-r;r;neutral;0.75;acostado,en_cama;-1
spa-30-01234167-a;a;neutral;1.0;inclinado;-1
spa-30-01400044-v;v;negative;0.75;golpear,pegar,tustar;-1
spa-30-01511706-v;v;neutral;0.75;impulsar;-1
spa-30-00002684-n;n;neutral;0.75;cosa,objeto,objeto_físico,objeto_inanimado;-1
spa-30-00576680-a;a;neutral;0.75;consistente;-1
spa-30-00013626-r;r;positive;0.75;bien,confortablemente;-1
spa-30-01892953-a;a;negative;0.75;humilde;-1
spa-30-14449405-n;n;negative;0.75;carencia,carestía,deficiencia,deseo,escasez;-1
spa-30-00210446-a;a;neutral;0.75;pelado;-1
spa-30-00117082-r;r;neutral;0.75;colectivamente,conjuntamente,juntos;-1
spa-30-01295275-v;v;neutral;0.75;acoplar,reunir,unir;-1
spa-30-00017782-a;a;positive;0.75;aceptable;-1
spa-30-02497141-a;a;negative;0.75;incapaz,ineficaz,inútil,vano;-1
spa-30-02053818-a;a;neutral;0.75;sagrado,santo;-1
spa-30-02023396-v;v;neutral;0.75;cruzar,intersectar;-1
spa-30-00002098-a;a;negative;0.75;incapaz;-1
spa-30-07480068-n;n;neutral;0.75;emoción;-1
spa-30-00934199-a;a;neutral;0.75;barato;-1
spa-30-00624026-a;a;neutral;0.75;considerable,importante;-1
spa-30-09977660-n;n;negative;0.75;criminal,delincuente,malhechor,transgresor;-1
spa-30-08505573-n;n;negative;0.75;desierto;-1
spa-30-00439588-a;a;negative;0.75;estúpido,idiota,imbécil,tonto;-1
spa-30-08287844-n;n;neutral;0.75;civilización,cultura;-1
spa-30-00378365-r;r;positive;0.75;sin_pretensiones,sinceramente,verdaderamente;-1
spa-30-02578872-v;v;positive;0.75;cumplir;-1
spa-30-01466733-v;v;negative;0.75;descomponer;-1
spa-30-01024190-v;v;neutral;0.75;advertir,aludir,citar,mencionar,mentar,nombrar,referir;-1
spa-30-00828779-a;a;neutral;0.75;comestible;-1
